All,Όλα
"A consumer having the specified key does not exist","Ο καταναλωτής με το καθορισμένο κλειδί δεν υπάρχει"
"Verifier is invalid","Επιβεβαίωση δεν είναι έγκυρη"
"Verifier is not the correct length","Ο επιβεβαιωτής δεν είναι το σωστό μήκος"
"Token verifier and verifier token do not match","Επιβεβαιωτής του διακριτικού και διακριτικό επιβεβαίωτη δεν ταιριάζουν"
"A consumer with the ID %1 does not exist","Δεν υπάρχει καταναλωτής με το ID %1"
"Specified token does not exist","Δεν υπάρχει καθορισμένο διακριτικό"
"A token with consumer ID %1 does not exist","Δεν υπάρχει ένα διακριτικό με ID καταναλωτή %1"
"Invalid token to except","Μη έγκυρο διακριτικό για εξαίρεση"
"A token with consumer ID 0 does not exist","Δεν υπάρχει ένα διακριτικό με ID καταναλωτή 0"
"The integration you selected asks you to approve access to the following:","Η ενσωμάτωση που επιλέξατε σας ζητά να εγκρίνετε την πρόσβαση με το ακόλουθο:"
"No permissions requested","Δεν ζητήθηκαν άδειες"
"Are you sure you want to delete this integration? You can't undo this action.","Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτή την ενσωμάτωση; Δεν μπορείτε να αναιρέσετε αυτήν την ενέργεια."
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Παρακαλώ ρυθμίστε ή κάντε είσοδο στο λογαριασμό τρίτου παρόχου για να ολοκληρωθεί η εγκατάσταση αυτής της ενσωμάτωσης."
"Available APIs","Διαθέσιμα APIs"
"Resource Access","Πρόσβαση σε Πόρους"
Resources,Πόροι
"Sorry, something went wrong. Please try again later.","Λυπούμαστε, κάτι πήγε στραβά. Παρακαλώ προσπαθήστε ξανά αργότερα."
"Popup Blocker is enabled! Please add this site to your exception list.","O Αποκλεισμός Αναδυόμενων Παραθύρων είναι ενεργοποιημένος! Παρακαλώ προσθέστε αυτήν την τοποθεσία στη λίστα εξαίρεσης."
Extensions,Επεκτάσεις
"Access Token Expiration","Λήξη Διακριτικού Πρόσβασης"
"Customer Token Lifetime (hours)","Περίοδος Ζωής Διακριτικού του Πελάτη (ώρες)"
"Admin Token Lifetime (hours)","Διάρκεια Ζωής Διακριτικού του Διαχειριστή (ώρες)"
"Cleanup Settings","Ρυθμίσεις Εκκαθάρισης"
"Cleanup Probability","Πιθανότητα εκκαθάρισης"
"Expiration Period","Περιόδος Λήξης"
"Consumer Settings","Ρυθμίσεις Καταναλωτών"
"OAuth consumer credentials HTTP Post maxredirects","Μεγ. Ανακατευθύνσεις OAuth πιστοποιήσεις Καταναλωτή HTTP Post"
"OAuth consumer credentials HTTP Post timeout","Χρονικό Όριο OAuth πιστοποιήσεις Καταναλωτή HTTP Post"
"Authentication Locks","Κλείδωμα Ελέγχου Ταυτότητας"
"Maximum Login Failures to Lock Out Account","Μέγιστες αποτυχίες σύνδεσης για Κλείδωμα Λογαριασμού"
"Lockout Time (seconds)","Χρόνος Κλειδώματος (δευτερόλεπτα)"
"Integrations Configuration","Ρύθμισης Παραμέτρων Ενσωμάτωσης"
"Integration configuration file","Aρχείο ρύθμισης παραμέτρων ενσωμάτωσης"
"Integrations API Configuration","Ρύθμισης Παραμέτρων API Ενσωμάτωσης"
"Integrations API configuration file","Aρχείο ρύθμισης παραμέτρων API ενσωμάτωσης"
Invitations,Προσκλήσεις
"Add Invitations","Προσθήκη Προσκλήσεων"
"New Invitations","Νέες Προσκλήσεις"
"Invitations Information","Πληροφορίες Προσκλήσεων"
"Enter Each Email on New Line","Εισάγετε κάθε Email σε μια Νέα Γραμμή"
"Invitee Group","Ομάδα προσκεκλημένου"
"View Invitation for %1 (ID: %2)","Δείτε την πρόσκληση για %1 (ID: %2)"
"Discard Invitation","Απορρίψη Πρόσκλησης"
"Are you sure you want to discard this invitation?","Είστε βέβαιοι ότι θέλετε να απορρίψετε αυτή τη πρόσκληση;"
"Save Invitation","Αποθηκεύση Πρόσκλησης"
"Send Invitation","Αποστολή πρόσκλησης"
"Default from System Configuration","Προεπιλεγμένο από τη ρύθμιση παραμέτρων του συστήματος"
"Status History","Ιστορικό κατάστασης"
"Order Conversion Rate","Ισοτιμία Παραγγελίας"
"We can't find this invitation.","Δεν μπορούμε να βρούμε αυτή την πρόσκληση."
"Please select invitations.","Παρακαλώ επιλέξτε προσκλήσεις."
"We discarded %1 of %2 invitations.","Απορρίψαμε %1 από %2 προσκλήσεις."
"We skipped %1 of the selected invitations.","Παράληψαμε %1 των επιλεγμένων προσκλήσεων."
"Something went wrong while sending invitations.","Κάτι πήγε στραβά κατά την αποστολή προσκλήσεων."
"No invitations have been resent.","Καμιά Προσκλήση δεν έχει σταλεί εκ νέου."
"You sent %1 of %2 invitation(s).","Στείλατε %1 από %2 προσκλήσεις."
"Something went wrong while sending %1 invitations.","Κάτι πήγε στραβά κατά την αποστολή %1 προσκλήσεων."
"We discarded %1 invitation(s) addressed to current customers.","Απορρίψαμε %1 προσκλήσεις που απευθύνονται στους τρέχοντες πελάτες."
"Please specify at least one email address.","Παρακαλούμε καθορίστε τουλάχιστον μία διεύθυνση email."
"We sent %1 invitation(s).","Στείλατε %1 προσκλήσεις."
"Something went wrong while sending %1 of %2 invitations.","Κάτι πήγε στραβά κατά την αποστολή %1 από %2 προσκλήσεων."
"%1 invitation(s) were not sent, because customer accounts already exist for these email addresses.","%1 προσκλήση(εις) δεν στάλθηκαν, επειδή οι λογαριασμοί πελατη υπάρχουν ήδη για αυτές τις διευθύνσεις email."
"The invitation has been saved.","Η πρόσκληση έχει αποθηκευτεί."
"Invitation Report by Customers","Έκθεση Προσκλήσεων από Πελάτες"
"Invited Customers Report","Αναφορά Προσκεκλημένων Πελατών"
"General Report","Γενική έκθεση"
"Invitations Report","Έκθεση Προσκλήσεων"
"Invitation Report by Order Conversion Rate","Αναφορά Πρόσκλησης από Ισοτιμία Παραγγελίας"
"Conversion Rate Report","Αναφορά Ισοτιμίας"
"The wrong customer account is specified.","Ο λάθος λογαριασμός του πελάτη έχει καθοριστεί."
"Please enter a correct confirmation key.","Παρακαλούμε εισάγετε ένα σωστό κλειδί επιβεβαίωσης."
"Your invitation is not valid. Please create an account.","Η πρόσκλησή σας δεν είναι έγκυρη. Παρακαλούμε δημιουργήστε ένα λογαριασμό."
